"disease","menopause_timing_definition","health_outcome","metric_type","metric_value","ci_95","reference","date_published","n_of_included_studies","sample_size","geography","confounder_vars","authors","robis_categorical_risk","robis_quality_score"
"all","premenopausal vs postmenopausal","Breast Cancer recurrence (adjusted)","OR","0.86","0.64-1.14","https://doi.org/10.1371/journal.pone.0088238","2014","5","21554","N/A","N/A","['Al-Mubarak, Mustafa', 'Tibau, Ariadna', 'Templeton, Arnoud J', 'Cescon, David W', 'Ocana, Alberto', 'Seruga, Bostjan', 'Amir, Eitan']","Unclear","5"
"all","<40 vs >=51","All cause mortality (adjusted)","HR","1.08","1.03-1.14","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","All cause mortality (adjusted)","RR","1.05","1.01-1.08","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","All cause mortality (unadjusted)","HR","1.12","1.05-1.19","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","All cause mortality (unadjusted)","RR","1.03","1.00-1.06","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","Cardiovascular mortality (unadjusted)","HR","1.04","1.00-1.13","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","Cardiovascular mortality (adjusted)","HR","1.01","0.95-1.09","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","Cardiovascular mortality (adjusted)","RR","1.08","0.77-1.51","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","All cause mortality (adjusted)","HR","1.10","1.01-1.21","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","Cardiovascular mortality","HR","1.09","1.00-1.19","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=51","All cause mortality (adjusted)","RR","1.34","1.08-1.66","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs >=51","All cause mortality (adjusted)","HR","1.12","0.96-1.31","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs >=51","Cardiovascular mortality","HR","1.07","0.90-1.27","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs >=51","All cause mortality (adjusted)","HR","1.05","1.00-1.10","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs >=51","Cardiovascular mortality","HR","0.97","0.88-1.07","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs >=51","All cause mortality (adjusted)","RR","1.03","0.96-1.10","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs >=51","Cardiovascular mortality","RR","1.04","0.54-2.00","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs >=51","All cause mortality (adjusted)","RR","1.02","1.01-1.04","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs >=51","Cardiovascular mortality","RR","1.05","0.67-1.64","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs 45-54","Cardiovascular mortality (adjusted)","RR","1.26","0.56-2.86","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs 50-54","All cause mortality (adjusted)","HR","1.10","1.01-1.21","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
